V1,V2,query,origin,accession,taxonomy,abbreviation,abbreviation2,gc,coverage,sample_origin,bin_size,kingdom,group,phylum,class,order,family,genus
0.212633172694288,0.0173215141142569,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.202828042045848,0.0149009315239986,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.214123538723078,0.0220976364850141,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.212683472994943,0.0226846153453573,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.212184748962827,0.0213527776699424,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.21323254934596,0.020048764252616,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.21207147250126,0.0211389186837813,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.227523391091811,0.0381895343610074,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.212964676179316,0.0192924970259972,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.214116703430736,0.0238645024501405,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.227964329509529,0.0378166480996914,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.212528031684019,0.0224915806507861,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.212455947291352,0.0191320103255419,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213708740532308,0.0214614156537658,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.211862383742126,0.0221821593177667,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.212661858877587,0.0194585569825791,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.211928917804934,0.020411524000397,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.203177695664679,0.0162002463773578,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
-0.152079030505854,-0.0429651987770762,hu-genome23,hu,>gi|973118751|gb|LGGM01000001.1|,Clostridiales bacterium 38_11 ,C. bacterium 38_11 ,C. bacterium,38,11,SB1,1.8M,bacteria,terrabacteria,Firmicutes,Clostridia,Clostridiales,,
-0.175229133286801,-0.212760518668672,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.160138683409252,-0.19120505043713,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.170500308705268,-0.196888525837298,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.177649259608088,-0.213934306171848,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.177950337489151,-0.212782777453331,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.174542079017366,-0.210290367474003,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.173752030411695,-0.212433017869374,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.172008746690495,-0.208569810990706,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.172104309263891,-0.208843897257326,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.173029199558899,-0.21147847597034,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.174090502980252,-0.211663129573884,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.173627208109867,-0.211715794696354,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.172999528535968,-0.211368011900776,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.166907878831812,-0.193677712988377,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.175451450301841,-0.21171678108324,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.173571093943993,-0.212485802746485,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.173434305935881,-0.212217291348753,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.174397943538176,-0.210318810156913,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.166921172405336,-0.190202298386443,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.166284260767367,-0.18943150392847,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.17545828499025,-0.208882060628255,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.175729368052547,-0.213692316719141,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.175085002547282,-0.212788289073538,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.172883833285775,-0.211502687507342,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.17378090543834,-0.212540340738659,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.17391417443233,-0.2105339873981,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.173780943093078,-0.212540573327613,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.165444597525791,-0.189377400789216,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.175150164228568,-0.212869556344086,hu-genome24,hu,>gi|973115486|gb|LGGJ01000001.1|,Methanocalculus sp. 52_23 ,Methanocalculus sp. 52_23 ,Methanocalculus sp.,52,23,SB1,1.9M,archaea,,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus
-0.114758666777819,-0.151243502960468,hu-genome25,hu,>gi|973115441|gb|LGGK01000001.1|,Anaerolineae bacterium 49_20 ,A. bacterium 49_20 ,An. Bacterium,49,20,SB1,1.0M,bacteria,terrabacteria,Chloroflexi,Anaerolineae,,,
-0.153162464961283,-0.131429094103103,hu-genome25,hu,>gi|973115441|gb|LGGK01000001.1|,Anaerolineae bacterium 49_20 ,A. bacterium 49_20 ,An. Bacterium,49,20,SB1,1.0M,bacteria,terrabacteria,Chloroflexi,Anaerolineae,,,
-0.120115107817065,-0.155770459506272,hu-genome25,hu,>gi|973115441|gb|LGGK01000001.1|,Anaerolineae bacterium 49_20 ,A. bacterium 49_20 ,An. Bacterium,49,20,SB1,1.0M,bacteria,terrabacteria,Chloroflexi,Anaerolineae,,,
-0.115557492276312,-0.151296569317244,hu-genome25,hu,>gi|973115441|gb|LGGK01000001.1|,Anaerolineae bacterium 49_20 ,A. bacterium 49_20 ,An. Bacterium,49,20,SB1,1.0M,bacteria,terrabacteria,Chloroflexi,Anaerolineae,,,
-0.156409423915859,-0.129957712791798,hu-genome25,hu,>gi|973115441|gb|LGGK01000001.1|,Anaerolineae bacterium 49_20 ,A. bacterium 49_20 ,An. Bacterium,49,20,SB1,1.0M,bacteria,terrabacteria,Chloroflexi,Anaerolineae,,,
-0.152676840775291,-0.134516168694846,hu-genome25,hu,>gi|973115441|gb|LGGK01000001.1|,Anaerolineae bacterium 49_20 ,A. bacterium 49_20 ,An. Bacterium,49,20,SB1,1.0M,bacteria,terrabacteria,Chloroflexi,Anaerolineae,,,
-0.101242109632827,-0.154327304714783,hu-genome25,hu,>gi|973115441|gb|LGGK01000001.1|,Anaerolineae bacterium 49_20 ,A. bacterium 49_20 ,An. Bacterium,49,20,SB1,1.0M,bacteria,terrabacteria,Chloroflexi,Anaerolineae,,,
-0.153378766796012,-0.131172054972115,hu-genome25,hu,>gi|973115441|gb|LGGK01000001.1|,Anaerolineae bacterium 49_20 ,A. bacterium 49_20 ,An. Bacterium,49,20,SB1,1.0M,bacteria,terrabacteria,Chloroflexi,Anaerolineae,,,
-0.120131844258225,-0.155844213233461,hu-genome25,hu,>gi|973115441|gb|LGGK01000001.1|,Anaerolineae bacterium 49_20 ,A. bacterium 49_20 ,An. Bacterium,49,20,SB1,1.0M,bacteria,terrabacteria,Chloroflexi,Anaerolineae,,,
-0.15483002472355,-0.131470937157262,hu-genome25,hu,>gi|973115441|gb|LGGK01000001.1|,Anaerolineae bacterium 49_20 ,A. bacterium 49_20 ,An. Bacterium,49,20,SB1,1.0M,bacteria,terrabacteria,Chloroflexi,Anaerolineae,,,
-0.153331362023999,-0.13100635387146,hu-genome25,hu,>gi|973115441|gb|LGGK01000001.1|,Anaerolineae bacterium 49_20 ,A. bacterium 49_20 ,An. Bacterium,49,20,SB1,1.0M,bacteria,terrabacteria,Chloroflexi,Anaerolineae,,,
-0.154877430527773,-0.131636636725759,hu-genome25,hu,>gi|973115441|gb|LGGK01000001.1|,Anaerolineae bacterium 49_20 ,A. bacterium 49_20 ,An. Bacterium,49,20,SB1,1.0M,bacteria,terrabacteria,Chloroflexi,Anaerolineae,,,
-0.144464747551236,-0.12710828238994,hu-genome25,hu,>gi|973115441|gb|LGGK01000001.1|,Anaerolineae bacterium 49_20 ,A. bacterium 49_20 ,An. Bacterium,49,20,SB1,1.0M,bacteria,terrabacteria,Chloroflexi,Anaerolineae,,,
-0.15924411399042,-0.075504432685508,hu-genome26,hu,>gi|973112280|gb|LGGH01000001.1|,Mesotoga infera isolate 46_47 ,M. infera isolate 46_47 ,M. infera,46,47,SB1,1.2M,bacteria,,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga
-0.156134179663587,-0.0724946513949786,hu-genome26,hu,>gi|973112280|gb|LGGH01000001.1|,Mesotoga infera isolate 46_47 ,M. infera isolate 46_47 ,M. infera,46,47,SB1,1.2M,bacteria,,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga
-0.156333033894778,-0.0735330460966669,hu-genome26,hu,>gi|973112280|gb|LGGH01000001.1|,Mesotoga infera isolate 46_47 ,M. infera isolate 46_47 ,M. infera,46,47,SB1,1.2M,bacteria,,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga
-0.1561982971663,-0.0727325620741347,hu-genome26,hu,>gi|973112280|gb|LGGH01000001.1|,Mesotoga infera isolate 46_47 ,M. infera isolate 46_47 ,M. infera,46,47,SB1,1.2M,bacteria,,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga
-0.159188569272151,-0.0752984296754723,hu-genome26,hu,>gi|973112280|gb|LGGH01000001.1|,Mesotoga infera isolate 46_47 ,M. infera isolate 46_47 ,M. infera,46,47,SB1,1.2M,bacteria,,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga
-0.156397005165533,-0.0737704092263556,hu-genome26,hu,>gi|973112280|gb|LGGH01000001.1|,Mesotoga infera isolate 46_47 ,M. infera isolate 46_47 ,M. infera,46,47,SB1,1.2M,bacteria,,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga
-0.157739244272156,-0.0737158680121964,hu-genome26,hu,>gi|973112280|gb|LGGH01000001.1|,Mesotoga infera isolate 46_47 ,M. infera isolate 46_47 ,M. infera,46,47,SB1,1.2M,bacteria,,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga
-0.159014282255609,-0.0743645518360699,hu-genome26,hu,>gi|973112280|gb|LGGH01000001.1|,Mesotoga infera isolate 46_47 ,M. infera isolate 46_47 ,M. infera,46,47,SB1,1.2M,bacteria,,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga
-0.160468230046884,-0.0752641199802878,hu-genome26,hu,>gi|973112280|gb|LGGH01000001.1|,Mesotoga infera isolate 46_47 ,M. infera isolate 46_47 ,M. infera,46,47,SB1,1.2M,bacteria,,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga
0.214425887577563,0.0188037561199694,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.20667156559474,-0.0019303952577246,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.231502972992984,0.029591091352791,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.227892594852477,0.0295451135923992,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.203949247661975,-0.00611381334753905,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.229184525817161,0.0331148829233299,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.229297070848848,0.0334183031187492,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.216560043084618,0.0170891436055966,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.229769146374722,0.0449344568291176,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.227189820928313,0.0317540690231292,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.229788234897236,0.0309450944579655,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.22687244150817,0.0312927417550923,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.229314927651047,0.0334215715534459,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.228090973589269,0.0308005541162939,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.209986111622057,0.0212754645424341,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.219645768852153,0.0209962482146227,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.227867951437846,0.0301987994988586,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.229694898476766,0.030947547918634,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.227070546413585,0.0321500715508558,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.234734002143783,0.0504193150927897,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.240962911331733,0.0503431385070097,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.228173599026798,0.0307933291540431,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.205056114799077,0.000735211486655898,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.227497983154984,0.0330485381363219,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.228905314908671,0.0326470959471231,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.214784056934078,0.0211965472480335,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.226980640074275,0.0315121066251563,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.229178960694051,0.033116373270358,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.227042312760022,0.0322797127437572,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.22752929001827,0.0328618910925055,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
0.229709216498177,0.0304538045037832,hu-genome27,hu,>gi|973110956|gb|LGGI01000001.1|,Candidate division WS6 bacterium 36_33 ,WS6 bacterium 36_33 ,WS6 bacterium 2,36,33,SB1,439K,bacteria,candidate phyla,,,,,
